"Timestamp.2025","2025","Timestamp.2024","2024","Timestamp.2023","2023","Timestamp.2022","2022","Timestamp.2021","2021","Timestamp.2020","2020","Timestamp.2019","2019","Timestamp.2018","2018","Timestamp.2017","2017","Timestamp.2016","2016","Timestamp.2015","2015","Timestamp.2014","2014","Timestamp.2013","2013","Timestamp.2012","2012","Timestamp.2011","2011","Timestamp.2010","2010","Timestamp.2009","2009","Timestamp.2008","2008","Timestamp.2007","2007","Timestamp.2006","2006"
2023-09-01,26,"2022-09-01","65.5","2021-09-01","36.75","2020-09-01","-2.75","2019-09-01",NA,"2018-09-01",NA,"2017-09-01","-2.25","2016-09-01","-8","2015-09-01","-2.25","2014-09-01","-0.5","2013-09-01",NA,"2012-09-01",NA,"2011-09-01","55.75","2010-09-01","18","2009-09-01","-6","2008-09-01","15","2007-09-01",NA,"2006-09-01","-9.75","2005-09-01","4.5","2004-09-01","14.25"
2023-09-02,NA,"2022-09-02","63","2021-09-02","37","2020-09-02","-3","2019-09-02","-2.25","2018-09-02",NA,"2017-09-02",NA,"2016-09-02","-7.75","2015-09-02","-1.75","2014-09-02","-0.5","2013-09-02","14.5","2012-09-02",NA,"2011-09-02","61","2010-09-02","18.5","2009-09-02","-5.5","2008-09-02","15","2007-09-02",NA,"2006-09-02",NA,"2005-09-02","3","2004-09-02","13"
2023-09-03,NA,"2022-09-03",NA,"2021-09-03","36","2020-09-03","-2.75","2019-09-03","-2.25","2018-09-03","-6.75","2017-09-03",NA,"2016-09-03",NA,"2015-09-03","-2.5","2014-09-03","-3","2013-09-03","14.5","2012-09-03","59.5","2011-09-03",NA,"2010-09-03","18","2009-09-03","-3.75","2008-09-03","13","2007-09-03","-2","2006-09-03",NA,"2005-09-03",NA,"2004-09-03","13"
2023-09-04,NA,"2022-09-04",NA,"2021-09-04",NA,"2020-09-04","-2.5","2019-09-04","-2.25","2018-09-04","-6.75","2017-09-04","-1","2016-09-04",NA,"2015-09-04","-2.75","2014-09-04","-3.5","2013-09-04","14.75","2012-09-04","59.5","2011-09-04",NA,"2010-09-04",NA,"2009-09-04","-2.25","2008-09-04","14.5","2007-09-04","-2","2006-09-04","-9.75","2005-09-04",NA,"2004-09-04",NA
2023-09-05,27.25,"2022-09-05",NA,"2021-09-05",NA,"2020-09-05",NA,"2019-09-05","-2.75","2018-09-05","-7","2017-09-05","-1","2016-09-05","-9.75","2015-09-05",NA,"2014-09-05","-3.25","2013-09-05","13.25","2012-09-05","59","2011-09-05","63","2010-09-05",NA,"2009-09-05",NA,"2008-09-05","14.5","2007-09-05","-3","2006-09-05","-9.75","2005-09-05","3.5","2004-09-05",NA
2023-09-06,27.5,"2022-09-06","64.75","2021-09-06","34.25","2020-09-06",NA,"2019-09-06","-3.25","2018-09-06","-6.5","2017-09-06","0.25","2016-09-06","-9.75","2015-09-06",NA,"2014-09-06",NA,"2013-09-06","11.75","2012-09-06","64.25","2011-09-06","63","2010-09-06","17","2009-09-06",NA,"2008-09-06",NA,"2007-09-06","-2","2006-09-06","-10.25","2005-09-06","3.5","2004-09-06","11.5"
2023-09-07,27,"2022-09-07","62.75","2021-09-07","34.25","2020-09-07",NA,"2019-09-07",NA,"2018-09-07","-6.5","2017-09-07","-1.5","2016-09-07","-7.75","2015-09-07","-1","2014-09-07",NA,"2013-09-07",NA,"2012-09-07","65.5","2011-09-07","62.5","2010-09-07","17","2009-09-07","-3","2008-09-07",NA,"2007-09-07","1","2006-09-07","-9.5","2005-09-07","3.5","2004-09-07","11.5"
2023-09-08,28.75,"2022-09-08","64.75","2021-09-08","35.5","2020-09-08","-1.25","2019-09-08",NA,"2018-09-08",NA,"2017-09-08","-2.25","2016-09-08","-6.5","2015-09-08","-1","2014-09-08","-2.5","2013-09-08",NA,"2012-09-08",NA,"2011-09-08","60","2010-09-08","16.5","2009-09-08","-3","2008-09-08","14","2007-09-08",NA,"2006-09-08","-8.5","2005-09-08","1.25","2004-09-08","12.5"
2023-09-09,NA,"2022-09-09","65.5","2021-09-09","32.75","2020-09-09","-2","2019-09-09","-2.75","2018-09-09",NA,"2017-09-09",NA,"2016-09-09","-7","2015-09-09","-0.75","2014-09-09","-3.5","2013-09-09","9.75","2012-09-09",NA,"2011-09-09","60.5","2010-09-09","15","2009-09-09","-3.25","2008-09-09","14","2007-09-09",NA,"2006-09-09",NA,"2005-09-09","0.25","2004-09-09","12.5"
2023-09-10,NA,"2022-09-10",NA,"2021-09-10","39.25","2020-09-10","0.75","2019-09-10","-1.25","2018-09-10","-6.25","2017-09-10",NA,"2016-09-10",NA,"2015-09-10","-1.25","2014-09-10","-3","2013-09-10","9.75","2012-09-10","62.75","2011-09-10",NA,"2010-09-10","13","2009-09-10","-4","2008-09-10","14","2007-09-10","1","2006-09-10",NA,"2005-09-10",NA,"2004-09-10","11.25"
